gizmotronics	gizmotronics+N;SG
phonautogram	phonautogram+N;SG
fountain	fountain+N;SG
perventions	pervention+N;PL
requietory	requietory+N;SG
capy.	capy.+N;SG
nanofillers	nanofiller+N;PL
whiniest	whiney+ADJ;SPRL
litchees	litchee+N;PL
togged	tog+V;V.PTCP;PST
hydrophobia	hydrophobia+N;SG
electroplaters	electroplater+N;PL
handkerchiefless	handkerchiefless+ADJ
a/b/o	a/b/o+N;SG
cutty	cutty+N;SG
peridotes	peridote+N;PL
transfic	transfic+N;SG
suberine	suberine+N;SG
densiometric	densiometric+ADJ
spigots	spigot+V;PRS;3;SG
lampriforms	lampriform+N;PL
ups	up+V;PRS;3;SG
bleatings	bleating+N;PL
tabnab	tabnab+N;SG
tuberculises	tuberculise+V;PRS;3;SG
rumbly	rumbly+ADJ
metapodials	metapodial+N;PL
aggregates	aggregate+V;PRS;3;SG
kennelwoman	kennelwoman+N;SG
pisketti	pisketti+N;SG
solutionized	solutionize+V;V.PTCP;PST
doustings	dousting+N;PL
aiger	aiger+N;SG
arthrorisis	arthrorisis+N;SG
dorsopreaxial	dorsopreaxial+ADJ
reconjugated	reconjugate+V;PST
anslaight	anslaight+N;SG
sudative	sudative+ADJ
tom sawyeresque	tom sawyeresque+ADJ
mammoplasty	mammoplasty+N;SG
exbivirumab	exbivirumab+N;SG
stat	stat+V;NFIN;IMP+SBJV
do-it-yourselfer	do-it-yourselfer+N;SG
bulgiest	bulgy+ADJ;SPRL
vassalling	vassal+V;V.PTCP;PRS
retoxes	retox+V;PRS;3;SG
dental	dental+ADJ
refurbishing	refurbish+V;V.PTCP;PRS
virilized	virilize+V;PST
whew	whew+V;NFIN;IMP+SBJV
eyepiece	eyepiece+N;SG
ametoctradin	ametoctradin+N;SG
cast-off	cast-off+N;SG
worseness	worseness+N;SG
bispeptides	bispeptide+N;PL
plexciton	plexciton+N;SG
gentlewomanly	gentlewomanly+ADJ
epiclassic	epiclassic+ADJ
nattersome	nattersome+ADJ
proliferational	proliferational+ADJ
counterseals	counterseal+V;PRS;3;SG
emoters	emoter+N;PL
firehose	firehose+N;SG
decimole	decimole+N;SG
detunicated	detunicated+ADJ
multiprocedural	multiprocedural+ADJ
immoderate	immoderate+ADJ
fissurelloids	fissurelloid+N;PL
gregale	gregale+N;SG
transconductance	transconductance+N;SG
dhahabiyya	dhahabiyya+N;SG
hauncing	haunce+V;V.PTCP;PRS
trigesimo-secundo	trigesimo-secundo+N;SG
necrophilist	necrophilist+N;SG
agroforested	agroforested+ADJ
unspeciated	unspeciated+ADJ
crinch	crinch+V;NFIN;IMP+SBJV
stepmommas	stepmomma+N;PL
cynodontians	cynodontian+N;PL
boobhead	boobhead+N;SG
vagabondising	vagabondise+V;V.PTCP;PRS
pollyanna	pollyanna+N;SG
cruciform	cruciform+N;SG
destructurations	destructuration+N;PL
precipitinogenic	precipitinogenic+ADJ
tidepools	tidepool+N;PL
zoomorphised	zoomorphise+V;PST
noncleft	noncleft+ADJ
foetalization	foetalization+N;SG
symmetrizable	symmetrizable+ADJ
markspersonship	markspersonship+N;SG
abdominizing	abdominize+V;V.PTCP;PRS
repled	replead+V;V.PTCP;PST
submonolayers	submonolayer+N;PL
hoodman-blind	hoodman-blind+N;SG
enactory	enactory+ADJ
hoyed	hoy+V;V.PTCP;PST
parkinsonic	parkinsonic+ADJ
causeymakers	causeymaker+N;PL
succor	succor+N;SG
tetraethylenepentamine	tetraethylenepentamine+N;SG
outskipping	outskip+V;V.PTCP;PRS
nonindustry	nonindustry+ADJ
unacquainted	unacquainted+ADJ
nontemple	nontemple+ADJ
nyulas	nyula+N;PL
hypnospectrogram	hypnospectrogram+N;SG
jazzes	jazz+V;PRS;3;SG
rhamphichthyids	rhamphichthyid+N;PL
apalcillin	apalcillin+N;SG
bulldoze	bulldoze+V;NFIN;IMP+SBJV
œstrogens	œstrogen+N;PL
decollete	decollete+ADJ
pilosaurid	pilosaurid+N;SG
hypocrate	hypocrate+N;SG
sommer	sommer+N;SG
fukien	fukien+ADJ
citizenists	citizenist+N;PL
serplaths	serplath+N;PL
resutured	resuture+V;V.PTCP;PST
percentilation	percentilation+N;SG
autodecompositions	autodecomposition+N;PL
landgraves	landgrave+N;PL
dashboarded	dashboard+V;V.PTCP;PST
outputs	output+V;PRS;3;SG
voyvods	voyvod+N;PL
imagen	imagen+N;SG
splayed	splay+V;V.PTCP;PST
sabbatical	sabbatical+N;SG
diaminonaphthalene	diaminonaphthalene+N;SG
bevvies	bevvy+V;PRS;3;SG
endoreplicate	endoreplicate+V;NFIN;IMP+SBJV
objectivizing	objectivize+V;V.PTCP;PRS
epitokes	epitoke+N;PL
hullo	hullo+V;NFIN;IMP+SBJV
bastardship	bastardship+N;SG
propitiousness	propitiousness+N;SG
ripply	ripply+ADJ
rightdoing	rightdoing+N;SG
retromediastinal	retromediastinal+ADJ
algolagnia	algolagnia+N;SG
yesterweek	yesterweek+N;SG
moondoggle	moondoggle+N;SG
strephon	strephon+N;SG
brassen	brassen+V;NFIN;IMP+SBJV
marcotting	marcot+V;V.PTCP;PRS
turbel	turbel+N;SG
plateia	plateia+N;SG
reconstructivist	reconstructivist+N;SG
liveblogs	liveblog+N;PL
alphabetizer	alphabetizer+N;SG
mayniac	mayniac+N;SG
serrefiles	serrefile+N;PL
fraight	fraight+ADJ
flexidisc	flexidisc+N;SG
permissioned	permissioned+ADJ
demutualizes	demutualize+V;PRS;3;SG
electroolfactography	electroolfactography+N;SG
nitery	nitery+N;SG
metainformation	metainformation+N;SG
barony	barony+N;SG
radiolitic	radiolitic+ADJ
burin	burin+N;SG
seism	seism+N;SG
tanglefoot	tanglefoot+N;SG
abstersives	abstersive+N;PL
puniceous	puniceous+ADJ
boughty	boughty+ADJ
undisabled	undisabled+ADJ
aloin	aloin+N;SG
tsundere	tsundere+N;SG
lactoseries	lactoseries+N;SG
nanofibrous	nanofibrous+ADJ
verrucarins	verrucarin+N;PL
supracetabular	supracetabular+ADJ
shreddable	shreddable+ADJ
dispersible	dispersible+ADJ
unlived	unlive+V;V.PTCP;PST
doweresses	doweress+N;PL
cefradine	cefradine+N;SG
agonised	agonise+V;PST
begirding	begird+V;V.PTCP;PRS
roadtesting	roadtest+V;V.PTCP;PRS
splenectomies	splenectomy+N;PL
unskeletonized	unskeletonized+ADJ
droopings	drooping+N;PL
intercalator	intercalator+N;SG
disimpaction	disimpaction+N;SG
chouan	chouan+N;SG
servicesheds	serviceshed+N;PL
wiremaker	wiremaker+N;SG
banninates	banninate+V;PRS;3;SG
panhuman	panhuman+ADJ
remissory	remissory+ADJ
antihypercholesterolemia	antihypercholesterolemia+ADJ
outhale	outhale+V;NFIN;IMP+SBJV
overbrood	overbrood+V;NFIN;IMP+SBJV
soogan	soogan+N;SG
extracomputational	extracomputational+ADJ
infidel	infidel+ADJ
rangehood	rangehood+N;SG
parodying	parodying+N;SG
subopercular	subopercular+ADJ
cybercontroversy	cybercontroversy+N;SG
mochatine	mochatine+N;SG
hamaul	hamaul+N;SG
autoalign	autoalign+V;NFIN;IMP+SBJV
cytofluorimetry	cytofluorimetry+N;SG
protibial	protibial+ADJ
extragnathic	extragnathic+ADJ
amazeful	amazeful+ADJ
cal-mex	cal-mex+N;SG
repierces	repierce+V;PRS;3;SG
uncredit	uncredit+V;NFIN;IMP+SBJV
iliofibularises	iliofibularis+N;PL
dike	dike+N;SG
conspiratorialist	conspiratorialist+N;SG
erotomaniac	erotomaniac+N;SG
counterfacades	counterfacade+N;PL
minded	mind+V;V.PTCP;PST
misidentified	misidentify+V;PST
reburses	reburse+V;PRS;3;SG
metricating	metricate+V;V.PTCP;PRS
dommy	dommy+N;SG
gaucherie	gaucherie+N;SG
quadracycle	quadracycle+N;SG
leptogenesis	leptogenesis+N;SG
incouragement	incouragement+N;SG
hoberdehoy	hoberdehoy+N;SG
phycite	phycite+N;SG
neutrinosphere	neutrinosphere+N;SG
maile	maile+N;SG
endoblast	endoblast+N;SG
repudiationists	repudiationist+N;PL
eschew	eschew+V;NFIN;IMP+SBJV
skywalk	skywalk+N;SG
semitone	semitone+N;SG
prefigurement	prefigurement+N;SG
hotshotting	hotshot+V;V.PTCP;PRS
peptogenous	peptogenous+ADJ
deodourant	deodourant+N;SG
foreseeable	foreseeable+ADJ
survivalistic	survivalistic+ADJ
quadlets	quadlet+N;PL
plates	plate+V;PRS;3;SG
contragestives	contragestive+N;PL
arccotangents	arccotangent+N;PL
employed	employed+ADJ
lowpt	lowp+V;V.PTCP;PST
solvatochromic	solvatochromic+ADJ
box-cutter	box-cutter+N;SG
dicephaly	dicephaly+N;SG
mad as hops	mad as hops+ADJ
unmuddle	unmuddle+V;NFIN;IMP+SBJV
pancreatoenteric	pancreatoenteric+ADJ
orales	orale+N;PL
ply	ply+N;SG
prao	prao+N;SG
duetters	duetter+N;PL
e-membership	e-membership+N;SG
elemicin	elemicin+N;SG
atylid	atylid+N;SG
palilogia	palilogia+N;SG
auxetics	auxetic+N;PL
associates	associate+V;PRS;3;SG
nonstatistics	nonstatistics+ADJ
citiners	citiner+N;PL
chili	chili+N;SG
hobson-jobson	hobson-jobson+N;SG
chagallian	chagallian+ADJ
pythogenesis	pythogenesis+N;SG
maldescent	maldescent+N;SG
ptychoderid	ptychoderid+N;SG
headcases	headcase+N;PL
cape coddy	cape coddy+ADJ
blancmangey	blancmangey+ADJ
noncorrected	noncorrected+ADJ
unparalysed	unparalysed+ADJ
dehydroamino	dehydroamino+ADJ
prionocerid	prionocerid+N;SG
stockgirl	stockgirl+N;SG
threepeat	threepeat+N;SG
kukuis	kukui+N;PL
fluoridated	fluoridate+V;PST
lokun	lokun+N;SG
centesimal	centesimal+ADJ
organohalides	organohalide+N;PL
glycyrrhizin	glycyrrhizin+N;SG
gartered	gartered+ADJ
pharmacopœians	pharmacopœian+N;PL
girners	girner+N;PL
snivelly	snivelly+ADJ
recreolization	recreolization+N;SG
pentaplicate	pentaplicate+ADJ
euplasia	euplasia+N;SG
chinky	chinky+N;SG
opplete	opplete+ADJ
problematizable	problematizable+ADJ
antielements	antielement+N;PL
disentomb	disentomb+V;NFIN;IMP+SBJV
branchiostegid	branchiostegid+N;SG
lugosian	lugosian+ADJ
superlying	superlie+V;V.PTCP;PRS
prodigated	prodigate+V;V.PTCP;PST
insudates	insudate+N;PL
salmonets	salmonet+N;PL
rascals	rascal+N;PL
thyrotrophs	thyrotroph+N;PL
barefooting	barefooting+N;SG
pseudobranchia	pseudobranchia+N;SG
acetylmimetics	acetylmimetic+N;PL
recertification	recertification+N;SG
annamese	annamese+N;SG
amphitheater	amphitheater+N;SG
hoarhead	hoarhead+N;SG
leaf-beetle	leaf-beetle+N;SG
victuals	victual+V;PRS;3;SG
sidestepped	sidestep+V;PST
autoclavation	autoclavation+N;SG
caprid	caprid+N;SG
superthermal	superthermal+ADJ
uveoparotid	uveoparotid+ADJ
glaucolide	glaucolide+N;SG
tooth-comb	tooth-comb+N;SG
mapinguary	mapinguary+N;SG
anticivilizational	anticivilizational+ADJ
bleeding-heart	bleeding-heart+N;SG
vacillancy	vacillancy+N;SG
poracanthodids	poracanthodid+N;PL
retaliationism	retaliationism+N;SG
pooids	pooid+N;PL
shealed	sheal+V;PST
gargil	gargil+N;SG
canistered	canister+V;PST
tyndarids	tyndarid+N;PL
probational	probational+ADJ
chawdrons	chawdron+N;PL
marmites	marmite+N;PL
adhd-c	adhd-c+N;SG
cofilament	cofilament+N;SG
sneakerlike	sneakerlike+ADJ
laborite	laborite+N;SG
coenenchyma	coenenchyma+N;SG
conservatives	conservative+N;PL
phobic	phobic+N;SG
raconteurs	raconteur+V;PRS;3;SG
cryptotanshinone	cryptotanshinone+N;SG
archaeocyathans	archaeocyathan+N;PL
quay	quay+N;SG
gavelocks	gavelock+N;PL
pompkins	pompkin+N;PL
devirginizers	devirginizer+N;PL
mural	mural+N;SG
cocksucking	cocksucking+N;SG
mimnerman	mimnerman+ADJ
drivesheds	driveshed+N;PL
anthropoglots	anthropoglot+N;PL
freudism	freudism+N;SG
moraliser	moraliser+N;SG
guajillo	guajillo+N;SG
palaeonemertean	palaeonemertean+N;SG
erlichmanite	erlichmanite+N;SG
congoers	congoer+N;PL
cartless	cartless+ADJ
strewnfield	strewnfield+N;SG
isorhizal	isorhizal+ADJ
quiet	quiet+N;SG
nonovulating	nonovulating+ADJ
ambulacrals	ambulacral+N;PL
fodrin	fodrin+N;SG
convert	convert+V;NFIN;IMP+SBJV
redia	redia+N;SG
boatspeak	boatspeak+N;SG
observative	observative+ADJ
veinlets	veinlet+N;PL
tuscan	tuscan+ADJ
unaunswerable	unaunswerable+ADJ
preagriculturalists	preagriculturalist+N;PL
gemonian	gemonian+ADJ
trachylid	trachylid+N;SG
disobliterations	disobliteration+N;PL
melibiose	melibiose+N;SG
nye	nye+N;SG
unrotting	unrotting+ADJ
propeptidases	propeptidase+N;PL
maltopentaosides	maltopentaoside+N;PL
record-holder	record-holder+N;SG
questivities	questivity+N;PL
jocko	jocko+N;SG
seedes	seede+N;PL
intrudress	intrudress+N;SG
merchandises	merchandise+V;PRS;3;SG
pronosupination	pronosupination+N;SG
abelias	abelia+N;PL
illuviations	illuviation+N;PL
palindromizing	palindromize+V;V.PTCP;PRS
pantelegraphy	pantelegraphy+N;SG
keeping	keeping+N;SG
xenochemicals	xenochemical+N;PL
cliche	cliche+V;NFIN;IMP+SBJV
namierised	namierise+V;V.PTCP;PST
proteinemia	proteinemia+N;SG
efficacity	efficacity+N;SG
dukedom	dukedom+N;SG
therblig	therblig+N;SG
lampoonry	lampoonry+N;SG
assort	assort+V;NFIN;IMP+SBJV
fillip	fillip+V;NFIN;IMP+SBJV
glutted	glut+V;V.PTCP;PST
lieutenant	lieutenant+ADJ
countable	cornhole+N;PL
bicons	bicon+N;PL
tontine	tontine+N;SG
multi-valenced	multi-valenced+ADJ
flaunch	flaunch+N;SG
anglewings	anglewing+N;PL
venosity	venosity+N;SG
anastomotic	anastomotic+ADJ
harrage	harrage+V;NFIN;IMP+SBJV
schizozoite	schizozoite+N;SG
azidos	azido+N;PL
panpipe	panpipe+N;SG
seajacked	seajack+V;V.PTCP;PST
fuckee	fuckee+N;SG
pyoluteorin	pyoluteorin+N;SG
parrotfeathers	parrotfeather+N;PL
dateliners	dateliner+N;PL
smuons	smuon+N;PL
contristates	contristate+V;PRS;3;SG
runnerup	runnerup+N;SG
nonprogrammable	nonprogrammable+N;SG
aminimides	aminimide+N;PL
antiflake	antiflake+ADJ
antipatriarchal	antipatriarchal+ADJ
craftlessness	craftlessness+N;SG
discussed	discuss+V;V.PTCP;PST
glucuronidate	glucuronidate+N;SG
exfoliative	exfoliative+ADJ
farings	faring+N;PL
commute	commute+V;NFIN;IMP+SBJV
strippy	strippy+ADJ
hexamethylditin	hexamethylditin+N;SG
nanoplotter	nanoplotter+N;SG
cybercreature	cybercreature+N;SG
scatolia	scatolia+N;SG
nanochannel	nanochannel+N;SG
fish-trap	fish-trap+N;SG
jacamar	jacamar+N;SG
oxazaborolidine	oxazaborolidine+N;SG
metaconstitution	metaconstitution+N;SG
groatland	groatland+N;SG
visualness	visualness+N;SG
nanoblade	nanoblade+N;SG
stadda	stadda+N;SG
linguisticizes	linguisticize+V;PRS;3;SG
judiciary	judiciary+N;SG
melena	melena+N;SG
conventionalized	conventionalize+V;PST
quotoid	quotoid+N;SG
diprionidian	diprionidian+ADJ
beanbrains	beanbrain+N;PL
cryoprotective	cryoprotective+ADJ
idofuranose	idofuranose+N;SG
conscripted	conscript+V;PST
mytilids	mytilid+N;PL
sanguinolency	sanguinolency+N;SG
unloseable	unloseable+ADJ
massetolides	massetolide+N;PL
failscades	failscade+V;PRS;3;SG
flashfic	flashfic+N;SG
feuilletons	feuilleton+N;PL
blooming	blooming+N;SG
worldwisdom	worldwisdom+N;SG
preproenkephalin	preproenkephalin+N;SG
pismires	pismire+N;PL
cambre	cambre+N;SG
handleless	handleless+ADJ
sissonne	sissonne+N;SG
bedboxes	bedbox+N;PL
matresses	matress+N;PL
publick	publick+ADJ
chromocystoscopic	chromocystoscopic+ADJ
feeble	feeble+V;NFIN;IMP+SBJV
cockshut	cockshut+N;SG
ascribable	ascribable+ADJ
atinkle	atinkle+ADJ
pseudostigmatid	pseudostigmatid+N;SG
pervulgate	pervulgate+V;NFIN;IMP+SBJV
vietic	vietic+ADJ
soft-sawder	soft-sawder+V;NFIN;IMP+SBJV
figured	figure+V;V.PTCP;PST
microsparite	microsparite+N;SG
killick	killick+N;SG
anathematises	anathematise+V;PRS;3;SG
decontaminating	decontaminate+V;V.PTCP;PRS
polyarchy	polyarchy+N;SG
inspissant	inspissant+ADJ
wingmate	wingmate+N;SG
helicid	helicid+N;SG
conniver	conniver+N;SG
signals	signal+N;PL
prowd	prowd+ADJ
niggardship	niggardship+N;SG
courbettes	courbette+N;PL
experimentators	experimentator+N;PL
sapromyzid	sapromyzid+N;SG
unprocured	unprocured+ADJ
profiteered	profiteer+V;PST
ladycows	ladycow+N;PL
unbankrupted	unbankrupted+ADJ
defeudalized	defeudalize+V;V.PTCP;PST
professing	profess+V;V.PTCP;PRS
thermoreflectance	thermoreflectance+N;SG
eta	eta+N;SG
frog-walk	frog-walk+V;NFIN;IMP+SBJV
nalas	nala+N;PL
stuntfests	stuntfest+N;PL
swinestone	swinestone+N;SG
divisionalized	divisionalize+V;PST
precarious	precarious+ADJ
schpritz	schpritz+V;NFIN;IMP+SBJV
battle-axe	battle-axe+N;SG
comparable	fair to middlin'+ADJ;SPRL
barrelettes	barrelette+N;PL
minispectrometer	minispectrometer+N;SG
cameronite	cameronite+N;SG
premillennialism	premillennialism+N;SG
crestlessness	crestlessness+N;SG
zambezian	zambezian+N;SG
inverting	inverting+ADJ
droolings	drooling+N;PL
guajeos	guajeo+N;PL
flatwood	flatwood+N;SG
coumatetralyl	coumatetralyl+N;SG
coquetted	coquet+V;PST
coriscids	coriscid+N;PL
laborants	laborant+N;PL
erythrophores	erythrophore+N;PL
preoxygenating	preoxygenate+V;V.PTCP;PRS
photoreaction	photoreaction+N;SG
doramas	dorama+N;PL
punta	punta+N;SG
citronellyl	citronellyl+N;SG
lichenological	lichenological+ADJ
ecarteurs	ecarteur+N;PL
camblets	camblet+N;PL
regrede	regrede+V;NFIN;IMP+SBJV
midbosses	midboss+N;PL
semipersonalized	semipersonalized+ADJ
transmutationism	transmutationism+N;SG
hartlepudlian	hartlepudlian+ADJ
dismissible	dismissible+ADJ
phagotypes	phagotype+N;PL
balitorids	balitorid+N;PL
gallican	gallican+N;SG
reconceptualise	reconceptualise+V;NFIN;IMP+SBJV
tetraphyllidean	tetraphyllidean+N;SG
wrentits	wrentit+N;PL
self-supply	self-supply+N;SG
unbeginning	unbeginning+ADJ
disinthral	disinthral+V;NFIN;IMP+SBJV
riboswitch	riboswitch+N;SG
semi-regular	semi-regular+ADJ
polyodontia	polyodontia+N;SG
postsuicidal	postsuicidal+ADJ
suprageneric	suprageneric+ADJ
hypocarnivores	hypocarnivore+N;PL
amidin	amidin+N;SG
screwed	screw+V;PST
imaged	image+V;PST
eucheumatoids	eucheumatoid+N;PL
inimicable	inimicable+ADJ
transgraft	transgraft+ADJ
valuation	valuation+N;SG
unexampled	unexampled+ADJ
oinkers	oinker+N;PL
herkogamy	herkogamy+N;SG
tesselation	tesselation+N;SG
underflow	underflow+V;NFIN;IMP+SBJV
hypeness	hypeness+N;SG
villanelle	villanelle+N;SG
ponderating	ponderate+V;V.PTCP;PRS
frogese	frogese+N;SG
acidoids	acidoid+N;PL
pseudozygopleurids	pseudozygopleurid+N;PL
rouf	rouf+N;SG
immanentizes	immanentize+V;PRS;3;SG
play-actor	play-actor+N;SG
asphyxiating	asphyxiate+V;V.PTCP;PRS
epiderm	epiderm+N;SG
photomicroscopy	photomicroscopy+N;SG
forestaging	forestage+V;V.PTCP;PRS
pasquinade	pasquinade+V;NFIN;IMP+SBJV
pedomorphological	pedomorphological+ADJ
upwhirl	upwhirl+V;NFIN;IMP+SBJV
bodiceripper	bodiceripper+N;SG
sulen	sulen+ADJ
witchmeal	witchmeal+N;SG
sponsorship	sponsorship+N;SG
xenopaleontology	xenopaleontology+N;SG
criminalistic	criminalistic+ADJ
yankeedom	yankeedom+N;SG
diarrhetic	diarrhetic+ADJ
riant	riant+ADJ
pillarised	pillarise+V;V.PTCP;PST
valenciachrome	valenciachrome+N;SG
chronopharmacotherapy	chronopharmacotherapy+N;SG
backstrap	backstrap+N;SG
eyeleted	eyelet+V;V.PTCP;PST
biexponentials	biexponential+N;PL
hylopathist	hylopathist+N;SG
minifacial	minifacial+N;SG
spraddled	spraddle+V;PST
tow-head	tow-head+N;SG
melolonthid	melolonthid+N;SG
lavishing	lavish+V;V.PTCP;PRS
twizzles	twizzle+N;PL
accompanable	accompanable+ADJ
delegates	delegate+V;PRS;3;SG
borivilianosides	borivilianoside+N;PL
clappy	clappy+ADJ
defecate	defecate+ADJ
hydroiodic	hydroiodic+ADJ
allegorizings	allegorizing+N;PL
minimikes	minimike+N;PL
hypomagnesaemia	hypomagnesaemia+N;SG
narcissistic	narcissistic+N;SG
elegits	elegit+N;PL
slugabugs	slugabug+N;PL
cryptogonimid	cryptogonimid+N;SG
sterling	sterling+N;SG
monovulatory	monovulatory+ADJ
lir	lir+N;SG
pantographing	pantograph+V;V.PTCP;PRS
zenonism	zenonism+N;SG
saprostomous	saprostomous+ADJ
discoblastulas	discoblastula+N;PL
retrochiasmatic	retrochiasmatic+ADJ
demise	demise+N;SG
prerelaxes	prerelax+V;PRS;3;SG
beerglasses	beerglass+N;PL
aerotactic	aerotactic+ADJ
overoxygenation	overoxygenation+N;SG
donnean	donnean+ADJ
cable knit	cable knit+ADJ
subinvestment	subinvestment+ADJ
nicodemite	nicodemite+N;SG
mechanocardiographic	mechanocardiographic+ADJ
incommunicableness	incommunicableness+N;SG
retrap	retrap+V;NFIN;IMP+SBJV
bioluminesce	bioluminesce+V;NFIN;IMP+SBJV
lightswitch	lightswitch+N;SG
dogears	dogear+N;PL
transmundane	transmundane+ADJ
acanthodeans	acanthodean+N;PL
chuckies	chucky+N;PL
manichean	manichean+ADJ
loperamide	loperamide+N;SG
entozootic	entozootic+ADJ
circumciliary	circumciliary+ADJ
ton-up	ton-up+N;SG
assimulated	assimulate+V;PST
pretelecast	pretelecast+ADJ
rupturewort	rupturewort+N;SG
crowings	crowing+N;PL
pumice	pumice+V;NFIN;IMP+SBJV
entyses	entyse+V;PRS;3;SG
perhexiline	perhexiline+N;SG
avicide	avicide+N;SG
saviourless	saviourless+ADJ
athletizes	athletize+V;PRS;3;SG
rezzing	rez+V;V.PTCP;PRS
hashbrownie	hashbrownie+N;SG
nonaggressor	nonaggressor+N;SG
karaage	karaage+N;SG
neurohormone	neurohormone+N;SG
apic	apic+N;SG
ritalin	ritalin+N;SG
pseudoneutral	pseudoneutral+N;SG
tanha	tanha+N;SG
oceanican	oceanican+ADJ
parietotemporal	parietotemporal+ADJ
microseisms	microseism+N;PL
biomapping	biomapping+N;SG
behaviourism	behaviourism+N;SG
verbalness	verbalness+N;SG
schizencephalic	schizencephalic+ADJ
immunoexpressing	immunoexpress+V;V.PTCP;PRS
forecharges	forecharge+N;PL
craquelure	craquelure+N;SG
hazard	hazard+N;SG
digluons	digluon+N;PL
realness	realness+N;SG
schisandraceous	schisandraceous+ADJ
cellolike	cellolike+ADJ
antispiritualism	antispiritualism+N;SG
bilevel	bilevel+N;SG
trilingual	trilingual+N;SG
balaboosta	balaboosta+N;SG
au courant	au courant+ADJ
heterooligomerizing	heterooligomerize+V;V.PTCP;PRS
birthlessness	birthlessness+N;SG
phans	phan+N;PL
presensitized	presensitized+ADJ
biodilution	biodilution+N;SG
luiseño	luiseño+N;SG
gaffings	gaffing+N;PL
antiracialized	antiracialize+V;V.PTCP;PST
misprocessed	misprocess+V;PST
applauds	applaud+N;PL
iontophoresed	iontophoresed+ADJ
unriled	unriled+ADJ
chomskyanism	chomskyanism+N;SG
normalizes	normalize+V;PRS;3;SG
radiomorphological	radiomorphological+ADJ
yellowtails	yellowtail+N;PL
illegitimacy	illegitimacy+N;SG
kelpforest	kelpforest+N;SG
foram	foram+N;SG
khakkharas	khakkhara+N;PL
torulus	torulus+N;SG
regressing	regress+V;V.PTCP;PRS
postmodernisation	postmodernisation+N;SG
labiodentalization	labiodentalization+N;SG
farside	farside+N;SG
biraryls	biraryl+N;PL
quasiprogressive	quasiprogressive+ADJ
ghutra	ghutra+N;SG
desysopped	desysop+V;V.PTCP;PST
utchy	utchy+ADJ
ethnosemanticist	ethnosemanticist+N;SG
cymrophone	cymrophone+N;SG
vectorcardiography	vectorcardiography+N;SG
cuntfests	cuntfest+N;PL
sclerectome	sclerectome+N;SG
launce	launce+V;NFIN;IMP+SBJV
pirameters	pirameter+N;PL
agmp	agmp+N;SG
trospium	trospium+N;SG
disincreases	disincrease+N;PL
treble	treble+N;SG
cybiid	cybiid+N;SG
ethmoid	ethmoid+N;SG
veined	vein+V;PST
imposters	imposter+N;PL
churi	churi+N;SG
phyllitic	phyllitic+ADJ
abys	aby+V;PRS;3;SG
sirvente	sirvente+N;SG
mispaint	mispaint+V;NFIN;IMP+SBJV
metacommunications	metacommunication+N;PL
suethor	suethor+N;SG
oscular	oscular+ADJ
sends	send+V;PRS;3;SG
dithery	dithery+ADJ
haplologizing	haplologize+V;V.PTCP;PRS
bactofection	bactofection+N;SG
fobt	fobt+N;SG
sizeism	sizeism+N;SG
murk	murk+ADJ
demosthenian	demosthenian+ADJ
jugalbandhi	jugalbandhi+N;SG
conspiratorship	conspiratorship+N;SG
unexacted	unexacted+ADJ
fasciculatory	fasciculatory+ADJ
catchweight	catchweight+N;SG
rejecter	rejecter+N;SG
infeft	infeft+V;NFIN;IMP+SBJV
histrionising	histrionise+V;V.PTCP;PRS
unconvinced	unconvince+V;V.PTCP;PST
auxological	auxological+ADJ
bedimmed	bedim+V;PST
keri	keri+N;SG
foregear	foregear+N;SG
self-esteem	self-esteem+N;SG
sculduddery	sculduddery+ADJ
plagiary	plagiary+N;SG
rebleed	rebleed+V;NFIN;IMP+SBJV
tuggings	tugging+N;PL
intermeshing	intermeshing+ADJ
dicodons	dicodon+N;PL
nyalas	nyala+N;PL
retrainable	retrainable+ADJ
beamsplitters	beamsplitter+N;PL
negroids	negroid+N;PL
scotophobe	scotophobe+N;SG
magnetoreception	magnetoreception+N;SG
scratched	scratched+ADJ
sst	sst+N;SG
bossal	bossal+N;SG
reissues	reissue+V;PRS;3;SG
underrelaxed	underrelax+V;PST
aspectism	aspectism+N;SG
neurorepair	neurorepair+N;SG
laminated	laminated+ADJ
baconburgers	baconburger+N;PL
joltier	jolty+ADJ;CMPR
isocyanomethane	isocyanomethane+N;SG
infobot	infobot+N;SG
xanthite	xanthite+N;SG
ornithocheiroid	ornithocheiroid+N;SG
spryte	spryte+N;SG
oxazolam	oxazolam+N;SG
sphingoid	sphingoid+N;SG
electroresponsive	electroresponsive+ADJ
para-surfing	para-surfing+N;SG
plebeianize	plebeianize+V;NFIN;IMP+SBJV
platinates	platinate+N;PL
tombaks	tombak+N;PL
pseudocardinals	pseudocardinal+N;PL
orotone	orotone+N;SG
chlorocalcite	chlorocalcite+N;SG
